Active;FirstName;LastName;GenderAsString;CantonName;CantonAbbreviation;CouncilName;ParlGroupName;ParlGroupAbbreviation;PartyName;PartyAbbreviation;MaritalStatusText;BirthPlace_City;BirthPlace_Canton;Mandates;DateJoining;DateLeaving;Citizenship;DateOfBirth;DateOfDeath
VRAI;Alfred;Heer;m;Zurich;ZH;Conseil national;Groupe de l'Union démocratique du Centre;V;Union Démocratique du Centre;UDC;;Zurich;Zurich;"Legislative der Gemeinde Zürich: von Mai 1994 bis Mai 1998; Legislative des Kantons: von Mai 1995 bis 2008";30/11/2015;;Glaris (GL);12/10/1961;
FAUX;Alfred;Heer;m;Glaris;GL;Conseil national;Groupe radical-démocratique;R;Parti radical-démocratique suisse;PRD;;;;;30/11/1970;28/11/1971;Glaris (GL);04/12/1917;18/01/1999
FAUX;Heinrich;Heer;m;Glaris;GL;Conseil des Etats;Groupe démocrate;DEM;Démocrates;Dém*;;;;;01/06/1953;01/06/1968;Riedern (GL),Glaris (GL);17/09/1900;23/12/1968
FAUX;Joachim;Heer;m;Glaris;GL;Conseil fédéral;;;Libéral;Lib*;;;;;10/12/1875;31/12/1878;Glaris (GL);25/09/1825;01/03/1879
FAUX;Peter;Hefti;m;Glaris;GL;Conseil des Etats;Groupe radical-démocratique;R;Parti radical-démocratique suisse;PRD;;;;;04/06/1968;01/05/1990;Schwanden (GL);06/10/1922;17/09/2012
FAUX;Jakob;Hefti;m;Schaffhouse;SH;Conseil national;Groupe de politique sociale;SPOL;Grutléens et démocrates;Grut&Dém*;;;;;01/12/1919;01/02/1921;Luchsingen (GL);05/12/1873;10/01/1951
FAUX;Thomas;Hefti;m;Glaris;GL;Conseil des Etats;Groupe libéral-radical;RL;PLR.Les Libéraux-Radicaux;PLR;marié(e);Zurich;Zurich;"Gemeindepräsident Glarus Süd: von Januar 2011 bis Juni 2014; Gemeindepräsident Schwanden: von Juli 2006 bis Dezember 2010; Vizegemeindepräsident Schwanden: von Juli 1998 bis Juni 2006; Landrat: seit Januar 2008";03/03/2014;29/11/2015;Glarus Süd (GL);30/10/1959;
VRAI;Thomas;Hefti;m;Glaris;GL;Conseil des Etats;Groupe libéral-radical;RL;PLR.Les Libéraux-Radicaux;PLR;marié(e);Zurich;Zurich;"Gemeindepräsident Glarus Süd: von Januar 2011 bis Juni 2014; Gemeindepräsident Schwanden: von Juli 2006 bis Dezember 2010; Vizegemeindepräsident Schwanden: von Juli 1998 bis Juni 2006; Landrat: seit Januar 2008";30/11/2015;;Glarus Süd (GL);30/10/1959;
FAUX;Melchior;Hefti;m;Glaris;GL;Conseil des Etats;Groupe démocrate;DEM;Démocrates;Dém*;;;;;07/06/1938;01/06/1953;Hätzingen (GL);17/04/1879;27/12/1965
FAUX;Rolf;Hegetschweiler;m;Zurich;ZH;Conseil national;Groupe radical-libéral;R;Parti radical-démocratique suisse;PRD;;Ottenbach;Zurich;Kantonsrat Zürich von 1979 bis 1991;01/12/2003;02/12/2007;Ottenbach (ZH);03/12/1937;
FAUX;Rolf;Hegetschweiler;m;Zurich;ZH;Conseil national;Groupe radical-libéral;R;Parti radical-démocratique suisse;PRD;;Ottenbach;Zurich;Kantonsrat Zürich von 1979 bis 1991;25/11/1991;03/12/1995;Ottenbach (ZH);03/12/1937;
FAUX;Rolf;Hegetschweiler;m;Zurich;ZH;Conseil national;Groupe radical-libéral;R;Parti radical-démocratique suisse;PRD;;Ottenbach;Zurich;Kantonsrat Zürich von 1979 bis 1991;04/12/1995;30/11/2003;Ottenbach (ZH);03/12/1937;
FAUX;Jean-Jacques;Hegg;m;Zurich;ZH;Conseil national;Groupe de l'Action nationale;N;Action nationale;AN;;;;;28/11/1983;01/02/1985;Dübendorf (ZH);10/11/1930;
VRAI;Peter;Hegglin;m;Zoug;ZG;Conseil des Etats;Groupe PDC;C;Parti démocrate-chrétien suisse;PDC;marié(e);Edlibach;Zoug;"Legislative Kanton Zug: von 1990 bis 2002; Exekutive Gemeinde Menzingen: von 2000 bis 2002; Exekutive Kanton Zug: von 2003 bis 2015; Vorstandsmitglied FDK: von 2005 bis 2015; Präsident FDK: von 2013 bis 2016; Präsident der Konferenz der NFA-Geberkantone: von 2005 bis 2011";30/11/2015;;Menzingen (ZG);25/12/1960;
FAUX;Meinrad Jb.;Hegner;m;Schwyz;SZ;Conseil national;Gauche;LG;Libéral;Lib*;;;;;04/12/1854;06/12/1857;Lachen (SZ);08/09/1813;07/12/1879
FAUX;Anton;Heil;m;Zurich;ZH;Conseil national;Groupe conservateur-catholique sociale;K;Parti conservateur chrétien-social;CCS;;;;;07/12/1959;01/10/1969;Winterthur (ZH),Waldkirch (SG);02/02/1920;02/08/1976
FAUX;Johann Heinrich;Heim;m;Appenzell Rh.-Ext.;AR;Conseil national;Gauche;LG;Seele der Bewegung (AR);SdB (AR)*;;;;;06/11/1848;30/11/1851;Gais (AR);16/11/1802;22/12/1876
FAUX;Bea;Heim;f;Soleure;SO;Conseil national;Groupe socialiste;S;Parti socialiste suisse;PSS;marié(e);Aarau;Argovie;"Legislative des Kantons (Kantonsrätin): von 1989 bis Januar 2004; Kantonsratspräsidentin: 1999";05/12/2011;29/11/2015;Olten (SO),Walzenhausen (AR),Neuendorf (SO);07/04/1946;
VRAI;Bea;Heim;f;Soleure;SO;Conseil national;Groupe socialiste;S;Parti socialiste suisse;PSS;marié(e);Aarau;Argovie;"Legislative des Kantons (Kantonsrätin): von 1989 bis Januar 2004; Kantonsratspräsidentin: 1999";30/11/2015;;Olten (SO),Walzenhausen (AR),Neuendorf (SO);07/04/1946;
FAUX;Bea;Heim;f;Soleure;SO;Conseil national;Groupe socialiste;S;Parti socialiste suisse;PSS;marié(e);Aarau;Argovie;"Legislative des Kantons (Kantonsrätin): von 1989 bis Januar 2004; Kantonsratspräsidentin: 1999";03/12/2007;04/12/2011;Olten (SO),Walzenhausen (AR),Neuendorf (SO);07/04/1946;
FAUX;Franz Joseph;Heim;m;Appenzell Rh.-Int.;AI;Conseil des Etats;;;Conservateurs;Cons*;;;;;05/07/1852;01/06/1856;Appenzell (AI);02/02/1793;30/10/1859
FAUX;Bea;Heim;f;Soleure;SO;Conseil national;Groupe socialiste;S;Parti socialiste suisse;PSS;marié(e);Aarau;Argovie;"Legislative des Kantons (Kantonsrätin): von 1989 bis Januar 2004; Kantonsratspräsidentin: 1999";01/12/2003;02/12/2007;Olten (SO),Walzenhausen (AR),Neuendorf (SO);07/04/1946;
FAUX;Alex;Heim;m;Soleure;SO;Conseil national;Groupe démocrate-chrétien;C;Parti démocrate-chrétien suisse;PDC;;Neuendorf;Soleure;"Kantonsrat von 1985 bis 1997; Fraktionspräsident 1996/97
Kantonsratspräsident 1994";29/09/1997;30/11/2003;Neuendorf (SO);21/04/1951;
FAUX;Albin;Heimann;m;Zurich;ZH;Conseil des Etats;Groupe indépendant;U;Alliance des Indépendants;AdI;;;;;04/12/1967;25/11/1979;Zurich (ZH),Hasliberg (BE);16/03/1914;19/12/2015
FAUX;Josef;Heinzer;m;Schwyz;SZ;Conseil national;Groupe socialiste;S;Parti socialiste suisse;PSS;;;;;01/12/1947;06/12/1959;Muotathal (SZ);28/11/1886;01/05/1961
FAUX;Joh. Philipp;Heitz;m;Thurgovie;TG;Conseil national;;;Parti radical-démocratique suisse;PRD;;;;;07/06/1880;30/11/1890;Zurich (ZH),Stein am Rhein (SH),Münchwilen (TG);24/03/1850;10/01/1909
FAUX;Albert;Helbling;m;Soleure;SO;Conseil national;Groupe radical-démocratique;R;Parti radical-démocratique suisse;PRD;;;;;01/12/1931;30/11/1947;Epsach (BE);12/06/1878;08/01/1964
FAUX;Felix;Helbling;m;St-Gall;SG;Conseil des Etats;Gauche;LG;Parti radical-démocratique suisse;PRD;;;;;01/07/1850;01/06/1851;Rapperswil (SG);11/04/1802;13/01/1873
FAUX;Alfred;Held;m;Berne;BE;Conseil national;Groupe des Paysans, Artisans et Bourgeois;BGB;Paysans, Artisans et Bourgeois;PAB;;;;;11/09/1950;02/12/1951;Rüegsau (BE);10/11/1886;28/04/1973
FAUX;Alfred;Held;m;Berne;BE;Conseil national;Groupe des Paysans, Artisans et Bourgeois;BGB;Paysans, Artisans et Bourgeois;PAB;;;;;04/12/1922;06/12/1925;Rüegsau (BE);10/11/1886;28/04/1973
FAUX;Alfred;Held;m;Berne;BE;Conseil national;Groupe des Paysans, Artisans et Bourgeois;BGB;Paysans, Artisans et Bourgeois;PAB;;;;;18/12/1929;30/11/1947;Rüegsau (BE);10/11/1886;28/04/1973
FAUX;Alfred;Held;m;Berne;BE;Conseil national;Groupe des Paysans, Artisans et Bourgeois;BGB;Paysans, Artisans et Bourgeois;PAB;;;;;06/12/1926;02/12/1928;Rüegsau (BE);10/11/1886;28/04/1973
FAUX;Hermann;Heller;m;Lucerne;LU;Conseil national;;;Parti radical-démocratique suisse;PRD;;;;;01/06/1891;25/06/1917;Lucerne (LU);28/01/1850;25/06/1917
FAUX;Hermann;Heller;m;Lucerne;LU;Conseil national;;;Parti radical-démocratique suisse;PRD;;;;;01/06/1891;25/06/1917;Lucerne (LU);28/01/1850;25/06/1917
FAUX;Hermann;Heller;m;Lucerne;LU;Conseil national;;;Parti radical-démocratique suisse;PRD;;;;;01/06/1891;25/06/1917;Lucerne (LU);28/01/1850;25/06/1917
FAUX;Johann Jak.;Heller;m;Lucerne;LU;Conseil national;Gauche;LG;Libéral;Lib*;;;;;06/11/1848;01/10/1850;Schenkon (LU);06/04/1807;24/04/1876
FAUX;Emil;Heller;m;Zurich;ZH;Conseil national;Groupe des Paysans, Artisans et Bourgeois;BGB;Paysans, Artisans et Bourgeois;PAB;;;;;03/03/1928;01/12/1935;Eglisau (ZH);13/09/1860;28/09/1950
FAUX;Josef;Henggeler;m;Zurich;ZH;Conseil national;Groupe socialiste;S;Parti socialiste suisse;PSS;;;;;06/12/1943;01/06/1947;Zurich (ZH),Unterägeri (ZG);01/10/1889;16/03/1950
FAUX;Wolfgang;Henggeler;m;Zoug;ZG;Conseil national;Centre;MC;Libéral;Lib*;;;;;01/06/1860;01/10/1867;Unterägeri (ZG);21/05/1814;14/06/1877
FAUX;Henri-Louis;Henry;m;Neuchâtel;NE;Conseil national;Gauche;LG;Parti radical-démocratique suisse;PRD;;;;;09/03/1885;04/12/1887;Cortaillod (NE);21/07/1838;17/02/1905
FAUX;Andreas;Herczog;m;Zurich;ZH;Conseil national;Groupe du Parti du Travail et Partito socialista autonomo;T;Progressive Organisation der Schweiz;POCH;;Budapest;;Gemeinde Legislative von 1974 bis 1978, Kantonale Legislative von 1975 bis 1979;26/11/1979;03/12/1995;Liestal (BL);11/02/1947;
FAUX;Andreas;Herczog;m;Zurich;ZH;Conseil national;Groupe du Parti du Travail et Partito socialista autonomo;T;Progressive Organisation der Schweiz;POCH;;Budapest;;Gemeinde Legislative von 1974 bis 1978, Kantonale Legislative von 1975 bis 1979;26/11/1979;03/12/1995;Liestal (BL);11/02/1947;
FAUX;Andreas;Herczog;m;Zurich;ZH;Conseil national;Groupe du Parti du Travail et Partito socialista autonomo;T;Progressive Organisation der Schweiz;POCH;;Budapest;;Gemeinde Legislative von 1974 bis 1978, Kantonale Legislative von 1975 bis 1979;26/11/1979;03/12/1995;Liestal (BL);11/02/1947;
FAUX;Andreas;Herczog;m;Zurich;ZH;Conseil national;Groupe socialiste;S;Parti socialiste suisse;PSS;;Budapest;;Gemeinde Legislative von 1974 bis 1978, Kantonale Legislative von 1975 bis 1979;04/12/1995;05/12/1999;Liestal (BL);11/02/1947;
FAUX;Marc;Héridier;m;Genève;GE;Conseil des Etats;;;Parti radical-démocratique suisse;PRD;;;;;05/12/1892;01/10/1893;Chêne-Bourg (GE);06/11/1840;19/03/1919
FAUX;Marc;Héridier;m;Genève;GE;Conseil des Etats;;;Parti radical-démocratique suisse;PRD;;;;;26/11/1883;01/09/1884;Chêne-Bourg (GE);06/11/1840;19/03/1919
FAUX;Nicolaus;Hermann;m;Obwald;OW;Conseil national;;;Conservateurs;Cons*;;;;;02/12/1878;04/08/1888;Sachseln (OW);21/10/1818;04/08/1888
FAUX;Nicolaus;Hermann;m;Obwald;OW;Conseil des Etats;;;Conservateurs;Cons*;;;;;01/05/1849;01/12/1872;Sachseln (OW);21/10/1818;04/08/1888
FAUX;Nicolaus;Hermann;m;Obwald;OW;Conseil des Etats;;;Conservateurs;Cons*;;;;;01/05/1849;01/12/1872;Sachseln (OW);21/10/1818;04/08/1888
FAUX;Nicolaus;Hermann;m;Obwald;OW;Conseil des Etats;;;Conservateurs;Cons*;;;;;01/05/1849;01/12/1872;Sachseln (OW);21/10/1818;04/08/1888
FAUX;Fritz;Herren;m;Fribourg;FR;Conseil national;Groupe conservateur-catholique;K;Conservateurs;Cons*;;;;;31/01/1949;01/12/1963;Lourtens (FR);11/05/1899;01/10/1971
FAUX;Friedrich Wilhelm;Hertenstein;m;Zurich;ZH;Conseil fédéral;;;Libéral;Lib*;;;;;21/03/1879;31/12/1887;Kyburg (ZH);05/05/1825;27/11/1888
FAUX;Friedrich Wilhelm;Hertenstein;m;Zurich;ZH;Conseil fédéral;;;Libéral;Lib*;;;;;01/01/1888;27/11/1888;Kyburg (ZH);05/05/1825;27/11/1888
FAUX;Friedrich Wilhelm;Hertenstein;m;Zurich;ZH;Conseil national;Centre;MC;Libéral;Lib*;;;;;02/12/1872;01/12/1878;Kyburg (ZH);05/05/1825;27/11/1888
FAUX;Friedrich Wilhelm;Hertenstein;m;Zurich;ZH;Conseil des Etats;Centre;MC;Libéral;Lib*;;;;;02/12/1878;01/03/1879;Kyburg (ZH);05/05/1825;27/11/1888
FAUX;Adam;Herzog;m;Lucerne;LU;Conseil des Etats;;;Conservateurs;Cons*;;;;;02/12/1872;02/08/1895;Beromünster (LU);12/05/1829;02/08/1895
FAUX;Adam;Herzog;m;Lucerne;LU;Conseil des Etats;;;Conservateurs;Cons*;;;;;02/12/1872;02/08/1895;Beromünster (LU);12/05/1829;02/08/1895
FAUX;Adam;Herzog;m;Lucerne;LU;Conseil des Etats;;;Conservateurs;Cons*;;;;;02/12/1872;02/08/1895;Beromünster (LU);12/05/1829;02/08/1895
FAUX;Verena;Herzog;f;Thurgovie;TG;Conseil national;Groupe de l'Union démocratique du Centre;V;Union Démocratique du Centre;UDC;marié(e);Winterthur;Zurich;"Legislative des Kantons: von Februar 2007 bis Februar 2013; Legislative der Stadt Frauenfeld: von Januar 2009 bis Januar 2013; Geschäftsprüfungskommission (GFK) des Kantons: von Juni 2008 bis Dezember 2012; Mitglied Primarschulbehörde: von Juni 1997 bis Juli 2009; Mitglied Kommission Gesundheitsförderung, Prävention und Sucht des Regierungsrates Thurgau: seit Mai 2013";04/03/2013;29/11/2015;Homburg (TG),Winterthur (ZH);07/02/1956;
VRAI;Verena;Herzog;f;Thurgovie;TG;Conseil national;Groupe de l'Union démocratique du Centre;V;Union Démocratique du Centre;UDC;marié(e);Winterthur;Zurich;"Legislative des Kantons: von Februar 2007 bis Februar 2013; Legislative der Stadt Frauenfeld: von Januar 2009 bis Januar 2013; Geschäftsprüfungskommission (GFK) des Kantons: von Juni 2008 bis Dezember 2012; Mitglied Primarschulbehörde: von Juni 1997 bis Juli 2009; Mitglied Kommission Gesundheitsförderung, Prävention und Sucht des Regierungsrates Thurgau: seit Mai 2013";30/11/2015;;Homburg (TG),Winterthur (ZH);07/02/1956;
FAUX;Ernst;Herzog;m;Bâle-Ville;BS;Conseil national;Groupe socialiste;S;Parti socialiste suisse;PSS;;;;;02/12/1935;12/06/1967;Hornussen (AG);02/05/1898;12/06/1967
FAUX;Adam;Herzog;m;Lucerne;LU;Conseil national;;;Conservateurs;Cons*;;;;;06/12/1869;01/12/1872;Beromünster (LU);12/05/1829;02/08/1895
FAUX;Heinrich;Herzog;m;Thurgovie;TG;Conseil des Etats;Groupe des Paysans, Artisans et Bourgeois;BGB;Paysans, Artisans et Bourgeois;PAB;;;;;02/12/1963;25/11/1979;Homburg (TG);17/06/1906;28/06/1995
FAUX;Peter;Hess;m;Zoug;ZG;Conseil national;Groupe démocrate-chrétien;C;Parti démocrate-chrétien suisse;PDC;;Unterägeri;Zoug;"Grosser Gemeinderat der Stadt Zug von 1979 bis 1982; Präsident des Nationalrates 2000/2001";04/12/1995;30/11/2003;Unterägeri (ZG);14/05/1948;
FAUX;Peter;Hess;m;Zoug;ZG;Conseil national;Groupe démocrate-chrétien;C;Parti démocrate-chrétien suisse;PDC;;Unterägeri;Zoug;"Grosser Gemeinderat der Stadt Zug von 1979 bis 1982; Präsident des Nationalrates 2000/2001";04/12/1995;30/11/2003;Unterägeri (ZG);14/05/1948;
FAUX;Konrad;Hess;m;Zoug;ZG;Conseil national;Groupe conservateur-catholique;K;Conservateurs;Cons*;;;;;01/12/1947;01/12/1963;Zoug (ZG);15/02/1908;22/07/2001
FAUX;Otto (senior);Hess;m;Thurgovie;TG;Conseil national;Groupe des Paysans, Artisans et Bourgeois;BGB;Paysans, Artisans et Bourgeois;PAB;;;;;08/12/1942;03/12/1967;Hefenhofen (TG);21/09/1897;13/12/1988
FAUX;Otto (senior);Hess;m;Thurgovie;TG;Conseil national;Groupe des Paysans, Artisans et Bourgeois;BGB;Paysans, Artisans et Bourgeois;PAB;;;;;08/12/1942;03/12/1967;Hefenhofen (TG);21/09/1897;13/12/1988
FAUX;Otto (senior);Hess;m;Thurgovie;TG;Conseil national;Groupe des Paysans, Artisans et Bourgeois;BGB;Paysans, Artisans et Bourgeois;PAB;;;;;08/12/1942;03/12/1967;Hefenhofen (TG);21/09/1897;13/12/1988
FAUX;Peter;Hess;m;Zoug;ZG;Conseil national;Groupe démocrate-chrétien;C;Parti démocrate-chrétien suisse;PDC;;Unterägeri;Zoug;"Grosser Gemeinderat der Stadt Zug von 1979 bis 1982; Präsident des Nationalrates 2000/2001";28/11/1983;03/12/1995;Unterägeri (ZG);14/05/1948;
FAUX;Bernhard;Hess;m;Berne;BE;Conseil national;Non inscrit;-;Démocrates Suisses;DS;;Soleure;Soleure;"Stadtrat Bern, 01.01.1994 bis 31.12.1998; Grossrat Bern, 01.05.1998 bis 31.12.1999";01/12/2003;02/12/2007;Wald (ZH);05/04/1966;
FAUX;Otto;Hess;m;Thurgovie;TG;Conseil national;Groupe de l'Union démocratique du Centre;V;Union Démocratique du Centre;UDC;;Roggwil;Thurgovie;Grosser Rat von 1984 bis 1988;04/12/1995;05/12/1999;Roggwil (TG),Hefenhofen (TG);18/03/1935;17/02/2014
FAUX;Hans;Hess;m;Obwald;OW;Conseil des Etats;Groupe radical-libéral;RL;Parti radical-démocratique suisse;PRD;;Lucerne;Lucerne;"Legislative des Kantons: von 1978 bis 1981; Exekutive des Kantons: von 1981 bis 1989";03/12/2007;04/12/2011;Engelberg (OW);04/05/1945;
FAUX;Heinrich;Hess;m;Zurich;ZH;Conseil national;;;Parti radical-démocratique suisse;PRD;;;;;04/12/1893;01/11/1919;Wald (ZH);28/01/1847;04/12/1919
FAUX;Walter;Hess;m;St-Gall;SG;Conseil national;Groupe démocrate-chrétien;C;Parti démocrate-chrétien suisse;PDC;;Niederuzwil;St-Gall;"CVP; Gemeinderat 1988 -  ; Kantonsrat 1992 - 2000, Grossratspräsident Sankt Gallen 1999/2000";06/12/1999;30/11/2003;Wuppenau (TG);05/10/1949;
FAUX;Otto;Hess;m;Thurgovie;TG;Conseil national;Groupe de l'Union démocratique du Centre;V;Union Démocratique du Centre;UDC;;Roggwil;Thurgovie;Grosser Rat von 1984 bis 1988;30/11/1987;03/12/1995;Roggwil (TG),Hefenhofen (TG);18/03/1935;17/02/2014
FAUX;Hans;Hess;m;Obwald;OW;Conseil des Etats;Non inscrit;-;sans parti;-;;Lucerne;Lucerne;"Legislative des Kantons: von 1978 bis 1981; Exekutive des Kantons: von 1981 bis 1989";08/06/1998;30/11/2003;Engelberg (OW);04/05/1945;
FAUX;Hans;Hess;m;Obwald;OW;Conseil des Etats;Non inscrit;-;sans parti;-;;Lucerne;Lucerne;"Legislative des Kantons: von 1978 bis 1981; Exekutive des Kantons: von 1981 bis 1989";08/06/1998;30/11/2003;Engelberg (OW);04/05/1945;
FAUX;Hans;Hess;m;Obwald;OW;Conseil des Etats;Groupe libéral-radical;RL;PLR.Les Libéraux-Radicaux;PLR;;Lucerne;Lucerne;"Legislative des Kantons: von 1978 bis 1981; Exekutive des Kantons: von 1981 bis 1989";05/12/2011;29/11/2015;Engelberg (OW);04/05/1945;
FAUX;Lorenz;Hess;m;Berne;BE;Conseil national;Groupe BD;BD;Parti bourgeois-démocratique suisse;PBD;marié(e);Berne;Berne;"Legislative des Kantons (Grossrat): von Juni 2002 bis November 2011; Gemeinderat Stettlen: Präsident, seit Sommer 2001";05/12/2011;29/11/2015;Berne (BE);28/06/1961;
VRAI;Lorenz;Hess;m;Berne;BE;Conseil national;Groupe BD;BD;Parti bourgeois-démocratique suisse;PBD;marié(e);Berne;Berne;"Legislative des Kantons (Grossrat): von Juni 2002 bis November 2011; Gemeinderat Stettlen: Präsident, seit Sommer 2001";30/11/2015;;Berne (BE);28/06/1961;
VRAI;Erich;Hess;m;Berne;BE;Conseil national;Groupe de l'Union démocratique du Centre;V;Union Démocratique du Centre;UDC;célibataire;Dürrenroth;Berne;"Legislative des Kantons Bern (Grosser Rat) ; Mitglied Geschäftsprüfungskommission Grosser Rat Kanton Bern; Mitglied Stadtrat Bern; Mitglied Aufsichtskommission Stadtrat Bern";30/11/2015;;Dürrenroth (BE);25/03/1981;
FAUX;Hermann;Hess;m;Thurgovie;TG;Conseil national;Groupe libéral-radical;RL;PLR.Les Libéraux-Radicaux;PLR;;Frauenfeld;Thurgovie;Mitglied des Grossen Rates (Legislative) des Kantons Thurgau:  2012-2015;30/11/2015;26/11/2017;Amriswil (TG);22/12/1951;
FAUX;Bernhard;Hess;m;Berne;BE;Conseil national;Non inscrit;-;Démocrates Suisses;DS;;Soleure;Soleure;"Stadtrat Bern, 01.01.1994 bis 31.12.1998; Grossrat Bern, 01.05.1998 bis 31.12.1999";06/12/1999;30/11/2003;Wald (ZH);05/04/1966;
FAUX;Hans;Hess;m;Obwald;OW;Conseil des Etats;Groupe radical-libéral;R;Parti radical-démocratique suisse;PRD;;Lucerne;Lucerne;"Legislative des Kantons: von 1978 bis 1981; Exekutive des Kantons: von 1981 bis 1989";01/12/2003;02/12/2007;Engelberg (OW);04/05/1945;
FAUX;Josef Anton;Hess;m;Zoug;ZG;Conseil des Etats;;;Conservateurs;Cons*;;;;;03/12/1877;01/06/1883;Unterägeri (ZG);15/03/1832;04/01/1915
FAUX;Urs V. A.;Heutschi;m;Soleure;SO;Conseil national;Gauche;LG;Parti radical-démocratique suisse;PRD;;;;;09/03/1885;01/02/1886;Balsthal (SO);30/12/1843;17/12/1899
FAUX;J. K. Ferdinand;Hidber;m;St-Gall;SG;Conseil national;;;Conservateurs;Cons*;;;;;12/04/1898;01/10/1905;Mels (SG);23/01/1861;16/10/1909
FAUX;Kathrin;Hilber;f;St-Gall;SG;Conseil national;Groupe socialiste;S;Parti socialiste suisse;PSS;;Degersheim;St-Gall;Kantonale Legislative von 1986 bis 1996;04/12/1995;31/12/1996;Degersheim (SG);26/03/1951;
FAUX;Franz-Joseph;Hildbrand;m;Valais;VS;Conseil national;Groupe démocrate-chrétien;C;Parti démocrate-chrétien suisse;PDC;;;;;30/11/1987;03/12/1995;Gampel (VS);02/02/1942;
FAUX;Josef;Hildebrand;m;Zoug;ZG;Conseil des Etats;;;Conservateurs;Cons*;;;;;07/06/1886;01/12/1934;Cham (ZG);28/06/1855;16/03/1935
FAUX;Josef;Hildebrand;m;Zoug;ZG;Conseil des Etats;;;Conservateurs;Cons*;;;;;07/06/1886;01/12/1934;Cham (ZG);28/06/1855;16/03/1935
FAUX;Josef;Hildebrand;m;Zoug;ZG;Conseil des Etats;;;Conservateurs;Cons*;;;;;07/06/1886;01/12/1934;Cham (ZG);28/06/1855;16/03/1935
FAUX;Jakob;Hildebrand;m;Zoug;ZG;Conseil des Etats;;;Conservateurs;Cons*;;;;;03/07/1871;01/02/1885;Cham (ZG);19/06/1833;01/02/1885
FAUX;Walter;Hilfiker;m;Bâle-Campagne;BL;Conseil national;Groupe socialiste;S;Parti socialiste suisse;PSS;;;;;06/12/1943;04/01/1945;Safenwil (AG);28/08/1897;04/01/1945
FAUX;Hans;Hilfiker;m;Argovie;AG;Conseil national;Groupe conservateur-catholique;K;Conservateurs;Cons*;;;;;06/06/1921;03/12/1922;Boswil (AG);12/05/1892;05/05/1967
FAUX;Hugues;Hiltpold;m;Genève;GE;Conseil national;Groupe radical-libéral;RL;Parti radical-démocratique suisse;PRD;;Zurich;Zurich;Législatif cantonal: depuis novembre 2001 jusqu'à novembre 2007;03/12/2007;04/12/2011;Carouge (GE);05/05/1969;
FAUX;Hugues;Hiltpold;m;Genève;GE;Conseil national;Groupe libéral-radical;RL;PLR.Les Libéraux-Radicaux;PLR;;Zurich;Zurich;Législatif cantonal: depuis novembre 2001 jusqu'à novembre 2007;05/12/2011;29/11/2015;Carouge (GE);05/05/1969;
VRAI;Hugues;Hiltpold;m;Genève;GE;Conseil national;Groupe libéral-radical;RL;PLR.Les Libéraux-Radicaux;PLR;;Zurich;Zurich;Législatif cantonal: depuis novembre 2001 jusqu'à novembre 2007;30/11/2015;;Carouge (GE);05/05/1969;
FAUX;Rudolf;Hilty;m;St-Gall;SG;Conseil national;Centre;MC;Parti radical-démocratique suisse;PRD;;;;;02/12/1872;30/11/1884;Grabs (SG);05/03/1815;08/07/1905
FAUX;Carl;Hilty;m;St-Gall;SG;Conseil national;;;Parti radical-démocratique suisse;PRD;;;;;01/12/1890;12/10/1909;Grabs (SG),Coire (GR);28/02/1833;12/10/1909
FAUX;Paravizin;Hilty;m;St-Gall;SG;Conseil national;Centre;MC;Parti radical-démocratique suisse;PRD;;;;;03/12/1860;17/03/1866;Grabs (SG);07/12/1806;17/03/1866
FAUX;Johann D.;Hirter;m;Berne;BE;Conseil national;;;Parti radical-démocratique suisse;PRD;;;;;04/06/1894;01/11/1919;Berne (BE),Mühlethurnen (BE);06/06/1855;04/10/1926
FAUX;Johann D.;Hirter;m;Berne;BE;Conseil national;;;Parti radical-démocratique suisse;PRD;;;;;04/06/1894;01/11/1919;Berne (BE),Mühlethurnen (BE);06/06/1855;04/10/1926
FAUX;Johann D.;Hirter;m;Berne;BE;Conseil national;;;Parti radical-démocratique suisse;PRD;;;;;04/06/1894;01/11/1919;Berne (BE),Mühlethurnen (BE);06/06/1855;04/10/1926
FAUX;Eugène;Hirzel;m;Vaud;VD;Conseil national;Groupe radical-démocratique;R;Parti radical-démocratique suisse;PRD;;;;;02/12/1935;02/12/1951;Coinsins (VD);14/08/1898;17/07/1972
FAUX;Christian-Albert;Hitz;m;Grisons;GR;Conseil national;Groupe communiste;Ko;Parti communiste;PC;;;;;23/01/1922;06/12/1925;Klosters-Serneus (GR);28/06/1883;30/11/1954
FAUX;Christian-Albert;Hitz;m;Grisons;GR;Conseil national;Groupe communiste;Ko;Parti communiste;PC;;;;;23/01/1922;06/12/1925;Klosters-Serneus (GR);28/06/1883;30/11/1954
FAUX;Norbert;Hochreutener;m;Berne;BE;Conseil national;Groupe démocrate-chrétien;C;Parti démocrate-chrétien suisse;PDC;;Niedergösgen;Soleure;;01/12/2003;02/12/2007;Eggersriet (SG);10/06/1946;
FAUX;Norbert;Hochreutener;m;Berne;BE;Conseil national;Groupe PDC/PEV/PVL;CEg;Parti démocrate-chrétien suisse;PDC;;Niedergösgen;Soleure;;03/12/2007;04/12/2011;Eggersriet (SG);10/06/1946;
