4,Airport ID,Name,City,Country,ICAO,Latitude,Longitude,Altitude,Timezone,DST,TZ,Type,Source
LFW,298,Lomé-Tokoin Airport,Lome,Togo,DXXX,6.165609836578369,1.2545100450515747,72,0.0,N,Africa/Lome,airport,OurAirports
ANR,299,Antwerp International Airport (Deurne),Antwerp,Belgium,EBAW,51.189399719200004,4.46027994156,39,1.0,E,Europe/Brussels,airport,OurAirports
BRU,302,Brussels Airport,Brussels,Belgium,EBBR,50.9014015198,4.48443984985,184,1.0,E,Europe/Brussels,airport,OurAirports
CRL,304,Brussels South Charleroi Airport,Charleroi,Belgium,EBCI,50.4592018127,4.453820228580001,614,1.0,E,Europe/Brussels,airport,OurAirports
LGG,309,Liège Airport,Liege,Belgium,EBLG,50.63740158081055,5.443220138549805,659,1.0,E,Europe/Brussels,airport,OurAirports
OST,310,Ostend-Bruges International Airport,Ostend,Belgium,EBOS,51.1988983154,2.8622200489,13,1.0,E,Europe/Brussels,airport,OurAirports
SXF,337,Berlin-Schönefeld International Airport,Berlin,Germany,EDDB,52.38000106811499,13.522500038147,157,1.0,E,Europe/Berlin,airport,OurAirports
DRS,338,Dresden Airport,Dresden,Germany,EDDC,51.1328010559082,13.767200469970705,755,1.0,E,Europe/Berlin,airport,OurAirports
ERF,339,Erfurt Airport,Erfurt,Germany,EDDE,50.97980117797852,10.958100318908693,1036,1.0,E,Europe/Berlin,airport,OurAirports
FRA,340,Frankfurt am Main International Airport,Frankfurt,Germany,EDDF,50.033333299999995,8.5705556,364,1.0,E,Europe/Berlin,airport,OurAirports
FMO,341,Münster Osnabrück Airport,Munster,Germany,EDDG,52.134601593,7.68483018875,160,1.0,E,Europe/Berlin,airport,OurAirports
HAM,342,Hamburg Airport,Hamburg,Germany,EDDH,53.630401611328004,9.988229751586902,53,1.0,E,Europe/Berlin,airport,OurAirports
CGN,344,Cologne Bonn Airport,Cologne,Germany,EDDK,50.865898132299996,7.1427397728,302,1.0,E,Europe/Berlin,airport,OurAirports
DUS,345,Düsseldorf International Airport,Duesseldorf,Germany,EDDL,51.28950119018555,6.766779899597168,147,1.0,E,Europe/Berlin,airport,OurAirports
MUC,346,Munich International Airport,Munich,Germany,EDDM,48.353801727295,11.786100387572999,1487,1.0,E,Europe/Berlin,airport,OurAirports
NUE,347,Nuremberg Airport,Nuernberg,Germany,EDDN,49.498699,11.078055599999999,1046,1.0,E,Europe/Berlin,airport,OurAirports
LEJ,348,Leipzig Halle Airport,Leipzig,Germany,EDDP,51.423888899999994,12.236388900000001,465,1.0,E,Europe/Berlin,airport,OurAirports
SCN,349,Saarbrücken Airport,Saarbruecken,Germany,EDDR,49.2145996094,7.10950994492,1058,1.0,E,Europe/Berlin,airport,OurAirports
STR,350,Stuttgart Airport,Stuttgart,Germany,EDDS,48.6898994446,9.22196006775,1276,1.0,E,Europe/Berlin,airport,OurAirports
TXL,351,Berlin-Tegel International Airport,Berlin,Germany,EDDT,52.559700012200004,13.287699699400001,122,1.0,E,Europe/Berlin,airport,OurAirports
HAJ,352,Hannover Airport,Hannover,Germany,EDDV,52.461101532,9.68507957458,183,1.0,E,Europe/Berlin,airport,OurAirports
BRE,353,Bremen Airport,Bremen,Germany,EDDW,53.0475006104,8.78666973114,14,1.0,E,Europe/Berlin,airport,OurAirports
HHN,355,Frankfurt-Hahn Airport,Hahn,Germany,EDFH,49.948699951200005,7.263889789579999,1649,1.0,E,Europe/Berlin,airport,OurAirports
MHG,356,Mannheim-City Airport,Mannheim,Germany,EDFM,49.47305679321289,8.514166831970215,308,1.0,E,Europe/Berlin,airport,OurAirports
XFW,362,Hamburg-Finkenwerder Airport,Hamburg,Germany,EDHI,53.5352783203125,9.835556030273438,23,1.0,E,Europe/Berlin,airport,OurAirports
LBC,364,Lübeck Blankensee Airport,Luebeck,Germany,EDHL,53.805400848400005,10.7192001343,53,1.0,E,Europe/Berlin,airport,OurAirports
PAD,371,Paderborn Lippstadt Airport,Paderborn,Germany,EDLP,51.614101409899995,8.616319656369999,699,1.0,E,Europe/Berlin,airport,OurAirports
DTM,373,Dortmund Airport,Dortmund,Germany,EDLW,51.518299102799986,7.61223983765,425,1.0,E,Europe/Berlin,airport,OurAirports
AGB,374,Augsburg Airport,Augsburg,Germany,EDMA,48.425278000000006,10.931667,1516,1.0,E,Europe/Berlin,airport,OurAirports
FDH,382,Friedrichshafen Airport,Friedrichshafen,Germany,EDNY,47.671298980699994,9.511489868160002,1367,1.0,E,Europe/Berlin,airport,OurAirports
ZQW,393,Zweibrücken Airport,Zweibruecken,Germany,EDRZ,49.20940017700195,7.400559902191162,1132,1.0,E,Europe/Berlin,airport,OurAirports
KSF,400,Kassel-Calden Airport,Kassel,Germany,EDVK,51.417273,9.384967,820,1.0,E,Europe/Berlin,airport,OurAirports
GWT,410,Westerland Sylt Airport,Westerland,Germany,EDXW,54.9132003784,8.34047031403,51,1.0,E,Europe/Berlin,airport,OurAirports
URE,413,Kuressaare Airport,Kuressaare,Estonia,EEKE,58.22990036010742,22.50950050354004,14,2.0,E,Europe/Tallinn,airport,OurAirports
TLL,415,Lennart Meri Tallinn Airport,Tallinn-ulemiste International,Estonia,EETN,59.41329956049999,24.8327999115,131,2.0,E,Europe/Tallinn,airport,OurAirports
TAY,416,Tartu Airport,Tartu,Estonia,EETU,58.30749893189999,26.6903991699,219,2.0,E,Europe/Tallinn,airport,OurAirports
HEL,421,Helsinki Vantaa Airport,Helsinki,Finland,EFHK,60.317199707031,24.963300704956,179,2.0,E,Europe/Helsinki,airport,OurAirports
IVL,428,Ivalo Airport,Ivalo,Finland,EFIV,68.607299804688,27.405300140380998,481,2.0,E,Europe/Helsinki,airport,OurAirports
JOE,429,Joensuu Airport,Joensuu,Finland,EFJO,62.662899017334006,29.607500076294,398,2.0,E,Europe/Helsinki,airport,OurAirports
JYV,430,Jyvaskyla Airport,Jyvaskyla,Finland,EFJY,62.399501800537,25.678300857544,459,2.0,E,Europe/Helsinki,airport,OurAirports
KEM,432,Kemi-Tornio Airport,Kemi,Finland,EFKE,65.778701782227,24.582099914551,61,2.0,E,Europe/Helsinki,airport,OurAirports
KAJ,433,Kajaani Airport,Kajaani,Finland,EFKI,64.285499572754,27.692399978638,483,2.0,E,Europe/Helsinki,airport,OurAirports
KOK,435,Kokkola-Pietarsaari Airport,Kruunupyy,Finland,EFKK,63.721199035645,23.143100738525,84,2.0,E,Europe/Helsinki,airport,OurAirports
KAO,437,Kuusamo Airport,Kuusamo,Finland,EFKS,65.98760223388699,29.239400863647,866,2.0,E,Europe/Helsinki,airport,OurAirports
KTT,438,Kittilä Airport,Kittila,Finland,EFKT,67.700996398926,24.846799850464002,644,2.0,E,Europe/Helsinki,airport,OurAirports
KUO,439,Kuopio Airport,Kuopio,Finland,EFKU,63.007099151611,27.797800064087,323,2.0,E,Europe/Helsinki,airport,OurAirports
LPP,441,Lappeenranta Airport,Lappeenranta,Finland,EFLP,61.044601,28.144743,349,2.0,E,Europe/Helsinki,airport,OurAirports
MHQ,442,Mariehamn Airport,Mariehamn,Finland,EFMA,60.122200012207,19.898199081421,17,2.0,E,Europe/Mariehamn,airport,OurAirports
OUL,446,Oulu Airport,Oulu,Finland,EFOU,64.930099487305,25.354600906372,47,2.0,E,Europe/Helsinki,airport,OurAirports
POR,448,Pori Airport,Pori,Finland,EFPO,61.461700439453004,21.799999237061,44,2.0,E,Europe/Helsinki,airport,OurAirports
RVN,453,Rovaniemi Airport,Rovaniemi,Finland,EFRO,66.564796447754,25.830400466919,642,2.0,E,Europe/Helsinki,airport,OurAirports
SVL,455,Savonlinna Airport,Savonlinna,Finland,EFSA,61.943099975586,28.945100784302,311,2.0,E,Europe/Helsinki,airport,OurAirports
TMP,458,Tampere-Pirkkala Airport,Tampere,Finland,EFTP,61.414100646973,23.604400634766,390,2.0,E,Europe/Helsinki,airport,OurAirports
TKU,460,Turku Airport,Turku,Finland,EFTU,60.514099121094,22.262800216675,161,2.0,E,Europe/Helsinki,airport,OurAirports
VAA,462,Vaasa Airport,Vaasa,Finland,EFVA,63.050701141357,21.762199401855,19,2.0,E,Europe/Helsinki,airport,OurAirports
BFS,465,Belfast International Airport,Belfast,United Kingdom,EGAA,54.6575012207,-6.21582984924,268,0.0,E,Europe/London,airport,OurAirports
BHD,467,George Best Belfast City Airport,Belfast,United Kingdom,EGAC,54.61809921264648,-5.872499942779541,15,0.0,E,Europe/London,airport,OurAirports
LDY,468,City of Derry Airport,Londonderry,United Kingdom,EGAE,55.04280090332031,-7.161109924316406,22,0.0,E,Europe/London,airport,OurAirports
BHX,469,Birmingham International Airport,Birmingham,United Kingdom,EGBB,52.4538993835,-1.7480299472799998,327,0.0,E,Europe/London,airport,OurAirports
GLO,472,Gloucestershire Airport,Golouchestershire,United Kingdom,EGBJ,51.89419937133789,-2.1672201156616206,101,0.0,E,Europe/London,airport,OurAirports
MAN,478,Manchester Airport,Manchester,United Kingdom,EGCC,53.35369873046875,-2.2749500274658203,257,0.0,E,Europe/London,airport,OurAirports
NQY,481,Newquay Cornwall Airport,Newquai,United Kingdom,EGHQ,50.44060134887695,-4.995409965515137,390,0.0,E,Europe/London,airport,OurAirports
CWL,488,Cardiff International Airport,Cardiff,United Kingdom,EGFF,51.39670181274414,-3.343329906463623,220,0.0,E,Europe/London,airport,OurAirports
BRS,490,Bristol Airport,Bristol,United Kingdom,EGGD,51.382702,-2.71909,622,0.0,E,Europe/London,airport,OurAirports
LPL,491,Liverpool John Lennon Airport,Liverpool,United Kingdom,EGGP,53.33359909057617,-2.849720001220703,80,0.0,E,Europe/London,airport,OurAirports
LTN,492,London Luton Airport,London,United Kingdom,EGGW,51.87469863891602,-0.36833301186561584,526,0.0,E,Europe/London,airport,OurAirports
BOH,494,Bournemouth Airport,Bournemouth,United Kingdom,EGHH,50.77999877929688,-1.8424999713897705,38,0.0,E,Europe/London,airport,OurAirports
SOU,495,Southampton Airport,Southampton,United Kingdom,EGHI,50.95029830932617,-1.3567999601364136,44,0.0,E,Europe/London,airport,OurAirports
ACI,497,Alderney Airport,Alderney,Guernsey,EGJA,49.70610046386719,-2.2147200107574463,290,0.0,E,Europe/Guernsey,airport,OurAirports
GCI,498,Guernsey Airport,Guernsey,Guernsey,EGJB,49.43500137329102,-2.601969957351685,336,0.0,E,Europe/Guernsey,airport,OurAirports
JER,499,Jersey Airport,Jersey,Jersey,EGJJ,49.20790100097656,-2.1955099105834956,277,0.0,E,Europe/Jersey,airport,OurAirports
LGW,502,London Gatwick Airport,London,United Kingdom,EGKK,51.14810180664063,-0.19027799367904666,202,0.0,E,Europe/London,airport,OurAirports
LCY,503,London City Airport,London,United Kingdom,EGLC,51.505299,0.055277999999999994,19,0.0,E,Europe/London,airport,OurAirports
LHR,507,London Heathrow Airport,London,United Kingdom,EGLL,51.4706,-0.461941,83,0.0,E,Europe/London,airport,OurAirports
SEN,508,Southend Airport,Southend,United Kingdom,EGMC,51.5713996887207,0.6955559849739075,49,0.0,E,Europe/London,airport,OurAirports
BLK,514,Blackpool International Airport,Blackpool,United Kingdom,EGNH,53.77170181274414,-3.0286099910736084,34,0.0,E,Europe/London,airport,OurAirports
HUY,515,Humberside Airport,Humberside,United Kingdom,EGNJ,53.57440185546875,-0.350832998752594,121,0.0,E,Europe/London,airport,OurAirports
LBA,517,Leeds Bradford Airport,Leeds,United Kingdom,EGNM,53.86589813232422,-1.6605700254440308,681,0.0,E,Europe/London,airport,OurAirports
CEG,519,Hawarden Airport,Hawarden,United Kingdom,EGNR,53.1781005859375,-2.977780103683472,45,0.0,E,Europe/London,airport,OurAirports
IOM,520,Isle of Man Airport,Isle Of Man,Isle of Man,EGNS,54.08330154418945,-4.623889923095703,52,0.0,E,Europe/Isle_of_Man,airport,OurAirports
NCL,521,Newcastle Airport,Newcastle,United Kingdom,EGNT,55.037498474121094,-1.6916699409484863,266,0.0,E,Europe/London,airport,OurAirports
MME,522,Durham Tees Valley Airport,Teesside,United Kingdom,EGNV,54.50920104980469,-1.4294099807739258,120,0.0,E,Europe/London,airport,OurAirports
EMA,523,East Midlands Airport,East Midlands,United Kingdom,EGNX,52.8311004639,-1.32806003094,306,0.0,E,Europe/London,airport,OurAirports
KOI,529,Kirkwall Airport,Kirkwall,United Kingdom,EGPA,58.957801818847656,-2.9049999713897705,50,0.0,E,Europe/London,airport,OurAirports
LSI,530,Sumburgh Airport,Sumburgh,United Kingdom,EGPB,59.87889862060547,-1.295560002326965,20,0.0,E,Europe/London,airport,OurAirports
WIC,531,Wick Airport,Wick,United Kingdom,EGPC,58.458900451660156,-3.09306001663208,126,0.0,E,Europe/London,airport,OurAirports
ABZ,532,Aberdeen Dyce Airport,Aberdeen,United Kingdom,EGPD,57.20190048217773,-2.1977798938751216,215,0.0,E,Europe/London,airport,OurAirports
INV,533,Inverness Airport,Inverness,United Kingdom,EGPE,57.54249954223633,-4.047500133514403,31,0.0,E,Europe/London,airport,OurAirports
GLA,534,Glasgow International Airport,Glasgow,United Kingdom,EGPF,55.8718986511,-4.43306016922,26,0.0,E,Europe/London,airport,OurAirports
EDI,535,Edinburgh Airport,Edinburgh,United Kingdom,EGPH,55.95000076293945,-3.372499942779541,135,0.0,E,Europe/London,airport,OurAirports
ILY,536,Islay Airport,Islay,United Kingdom,EGPI,55.68190002441406,-6.256669998168945,56,0.0,E,Europe/London,airport,OurAirports
PIK,537,Glasgow Prestwick Airport,Prestwick,United Kingdom,EGPK,55.5093994140625,-4.586669921875,65,0.0,E,Europe/London,airport,OurAirports
BEB,538,Benbecula Airport,Benbecula,United Kingdom,EGPL,57.48109817504883,-7.362780094146728,19,0.0,E,Europe/London,airport,OurAirports
DND,540,Dundee Airport,Dundee,United Kingdom,EGPN,56.45249938964844,-3.0258300304412837,17,0.0,E,Europe/London,airport,OurAirports
SYY,541,Stornoway Airport,Stornoway,United Kingdom,EGPO,58.215599060058594,-6.3311100006103525,26,0.0,E,Europe/London,airport,OurAirports
TRE,542,Tiree Airport,Tiree,United Kingdom,EGPU,56.49919891357422,-6.869170188903809,38,0.0,E,Europe/London,airport,OurAirports
NWI,547,Norwich International Airport,Norwich,United Kingdom,EGSH,52.675800323500006,1.28278005123,117,0.0,E,Europe/London,airport,OurAirports
STN,548,London Stansted Airport,London,United Kingdom,EGSS,51.8849983215,0.23499999940400002,348,0.0,E,Europe/London,airport,OurAirports
EXT,552,Exeter International Airport,Exeter,United Kingdom,EGTE,50.73440170288086,-3.4138898849487305,102,0.0,E,Europe/London,airport,OurAirports
MPN,579,Mount Pleasant Airport,Mount Pleasant,Falkland Islands,EGYP,-51.82279968261719,-58.44720077514648,244,-3.0,U,Atlantic/Stanley,airport,OurAirports
AMS,580,Amsterdam Airport Schiphol,Amsterdam,Netherlands,EHAM,52.308601379399995,4.7638897895799985,-11,1.0,E,Europe/Amsterdam,airport,OurAirports
MST,582,Maastricht Aachen Airport,Maastricht,Netherlands,EHBK,50.911701202399996,5.77014017105,375,1.0,E,Europe/Amsterdam,airport,OurAirports
EIN,585,Eindhoven Airport,Eindhoven,Netherlands,EHEH,51.4500999451,5.374529838559999,74,1.0,E,Europe/Amsterdam,airport,OurAirports
GRQ,586,Eelde Airport,Groningen,Netherlands,EHGG,53.1197013855,6.579440116880001,17,1.0,E,Europe/Amsterdam,airport,OurAirports
RTM,591,Rotterdam The Hague Airport,Rotterdam,Netherlands,EHRD,51.956902,4.43722,-15,1.0,E,Europe/Amsterdam,airport,OurAirports
ORK,596,Cork Airport,Cork,Ireland,EICK,51.84130096435547,-8.491109848022461,502,0.0,E,Europe/Dublin,airport,OurAirports
DUB,599,Dublin Airport,Dublin,Ireland,EIDW,53.42129898071289,-6.2700700759887695,242,0.0,E,Europe/Dublin,airport,OurAirports
NOC,600,Ireland West Knock Airport,Connaught,Ireland,EIKN,53.9103012084961,-8.818490028381348,665,0.0,E,Europe/Dublin,airport,OurAirports
KIR,601,Kerry Airport,Kerry,Ireland,EIKY,52.18090057373047,-9.52377986907959,112,0.0,E,Europe/Dublin,airport,OurAirports
SNN,603,Shannon Airport,Shannon,Ireland,EINN,52.701999664307,-8.9248199462891,46,0.0,E,Europe/Dublin,airport,OurAirports
WAT,605,Waterford Airport,Waterford,Ireland,EIWF,52.18719863891602,-7.086959838867188,119,0.0,E,Europe/Dublin,airport,OurAirports
AAR,607,Aarhus Airport,Aarhus,Denmark,EKAH,56.2999992371,10.619000434899998,82,1.0,E,Europe/Copenhagen,airport,OurAirports
BLL,608,Billund Airport,Billund,Denmark,EKBI,55.7402992249,9.15178012848,247,1.0,E,Europe/Copenhagen,airport,OurAirports
CPH,609,Copenhagen Kastrup Airport,Copenhagen,Denmark,EKCH,55.617900848389,12.656000137328999,17,1.0,E,Europe/Copenhagen,airport,OurAirports
EBJ,610,Esbjerg Airport,Esbjerg,Denmark,EKEB,55.5259017944336,8.553400039672853,97,1.0,E,Europe/Copenhagen,airport,OurAirports
KRP,612,Karup Airport,Karup,Denmark,EKKA,56.29750061035156,9.124629974365234,170,1.0,E,Europe/Copenhagen,airport,OurAirports
RNN,618,Bornholm Airport,Ronne,Denmark,EKRN,55.06330108642578,14.759599685668945,52,1.0,E,Europe/Copenhagen,airport,OurAirports
SGD,619,Sønderborg Airport,Soenderborg,Denmark,EKSB,54.96440124511719,9.791729927062988,24,1.0,E,Europe/Copenhagen,airport,OurAirports
FAE,625,Vagar Airport,Vagar,Faroe Islands,EKVG,62.0635986328125,-7.277219772338867,280,0.0,E,Atlantic/Faeroe,airport,OurAirports
AAL,628,Aalborg Airport,Aalborg,Denmark,EKYT,57.092758913800004,9.84924316406,10,1.0,E,Europe/Copenhagen,airport,OurAirports
LUX,629,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,ELLX,49.6233333,6.204444400000001,1234,1.0,E,Europe/Luxembourg,airport,OurAirports
AES,630,Ålesund Airport,Alesund,Norway,ENAL,62.5625,6.119699954986572,69,1.0,E,Europe/Oslo,airport,OurAirports
ANX,631,Andøya Airport,Andoya,Norway,ENAN,69.292503356934,16.144199371338,43,1.0,E,Europe/Oslo,airport,OurAirports
ALF,632,Alta Airport,Alta,Norway,ENAT,69.976097106934,23.371700286865,9,1.0,E,Europe/Oslo,airport,OurAirports
BNN,634,Brønnøysund Airport,Bronnoysund,Norway,ENBN,65.461097717285,12.217499732971001,25,1.0,E,Europe/Oslo,airport,OurAirports
BOO,635,Bodø Airport,Bodo,Norway,ENBO,67.26920318603516,14.365300178527832,42,1.0,E,Europe/Oslo,airport,OurAirports
BGO,636,Bergen Airport Flesland,Bergen,Norway,ENBR,60.29339981,5.218140125,170,1.0,E,Europe/Oslo,airport,OurAirports
BJF,637,Båtsfjord Airport,Batsfjord,Norway,ENBS,70.60050201416,29.691400527954002,490,1.0,E,Europe/Oslo,airport,OurAirports
KRS,638,Kristiansand Airport,Kristiansand,Norway,ENCN,58.2042007446289,8.085370063781737,57,1.0,E,Europe/Oslo,airport,OurAirports
BDU,640,Bardufoss Airport,Bardufoss,Norway,ENDU,69.055801391602,18.540399551392,252,1.0,E,Europe/Oslo,airport,OurAirports
EVE,641,"Harstad/Narvik Airport, Evenes",Harstad/Narvik,Norway,ENEV,68.491302490234,16.678100585938,84,1.0,E,Europe/Oslo,airport,OurAirports
VDB,642,Leirin Airport,Fagernes,Norway,ENFG,61.015598297119,9.2880601882935,2697,1.0,E,Europe/Oslo,airport,OurAirports
FRO,643,Florø Airport,Floro,Norway,ENFL,61.583599090576,5.0247201919556,37,1.0,E,Europe/Oslo,airport,OurAirports
OSL,644,Oslo Gardermoen Airport,Oslo,Norway,ENGM,60.193901062011996,11.100399971008,681,1.0,E,Europe/Oslo,airport,OurAirports
HAU,645,Haugesund Airport,Haugesund,Norway,ENHD,59.34529876709001,5.208360195159901,86,1.0,E,Europe/Oslo,airport,OurAirports
HAA,646,Hasvik Airport,Hasvik,Norway,ENHK,70.486701965332,22.139699935913,21,1.0,E,Europe/Oslo,airport,OurAirports
KSU,647,Kristiansund Airport (Kvernberget),Kristiansund,Norway,ENKB,63.111801147461,7.8245201110839995,204,1.0,E,Europe/Oslo,airport,OurAirports
KKN,649,Kirkenes Airport (Høybuktmoen),Kirkenes,Norway,ENKR,69.725799560547,29.891300201416,283,1.0,E,Europe/Oslo,airport,OurAirports
MOL,651,Molde Airport,Molde,Norway,ENML,62.744701385498,7.262499809265099,10,1.0,E,Europe/Oslo,airport,OurAirports
MJF,652,Mosjøen Airport (Kjærstad),Mosjoen,Norway,ENMS,65.78399658203101,13.214900016785,237,1.0,E,Europe/Oslo,airport,OurAirports
LKL,653,Banak Airport,Lakselv,Norway,ENNA,70.068801879883,24.973499298095998,25,1.0,E,Europe/Oslo,airport,OurAirports
OLA,655,Ørland Airport,Orland,Norway,ENOL,63.69889831542969,9.604000091552734,28,1.0,E,Europe/Oslo,airport,OurAirports
RRS,656,Røros Airport,Roros,Norway,ENRO,62.578399658203004,11.342300415039,2054,1.0,E,Europe/Oslo,airport,OurAirports
RYG,657,Moss-Rygge Airport,Rygge,Norway,ENRY,59.378817000000005,10.785439,174,1.0,E,Europe/Oslo,airport,OurAirports
LYR,658,"Svalbard Airport, Longyear",Svalbard,Norway,ENSB,78.246101379395,15.465600013733,88,1.0,E,Arctic/Longyearbyen,airport,OurAirports
SKE,659,Skien Airport,Skien,Norway,ENSN,59.18500137329102,9.566940307617188,463,1.0,E,Europe/Oslo,airport,OurAirports
SRP,660,Stord Airport,Stord,Norway,ENSO,59.79190063476562,5.340849876403809,160,1.0,E,Europe/Oslo,airport,OurAirports
SSJ,662,Sandnessjøen Airport (Stokka),Sandnessjoen,Norway,ENST,65.95680236816399,12.468899726868,56,1.0,E,Europe/Oslo,airport,OurAirports
TOS,663,Tromsø Airport,Tromso,Norway,ENTC,69.68329620361328,18.91889953613281,31,1.0,E,Europe/Oslo,airport,OurAirports
TRF,664,"Sandefjord Airport, Torp",Sandefjord,Norway,ENTO,59.1866989136,10.258600235,286,1.0,E,Europe/Oslo,airport,OurAirports
TRD,665,Trondheim Airport Værnes,Trondheim,Norway,ENVA,63.45780179999999,10.9239998,56,1.0,E,Europe/Oslo,airport,OurAirports
SVG,666,Stavanger Airport Sola,Stavanger,Norway,ENZV,58.876701354,5.637780189500001,29,1.0,E,Europe/Oslo,airport,OurAirports
GDN,668,Gdańsk Lech Wałęsa Airport,Gdansk,Poland,EPGD,54.377601623535156,18.46619987487793,489,1.0,E,Europe/Warsaw,airport,OurAirports
